glid,fk_eto_mcat_id,glcat_mcat_name
16939,6497,Flush Valve
16939,42583,Bathroom Faucets
16939,50259,Ceramic Basin
16939,7803,Stainless Steel Kitchen Sinks
16939,183704,CP Bathroom Fittings
18888,138936,Aluminum Roofing Sheet
18888,55116,Color Coated Aluminum Coils
18888,215926,Aluminium Sublimation Sheet
18888,161802,Aluminum Fan Blades
18888,21758,Aluminium Profiles
87257,80653,Lining Fabric
87257,1318,Cotton Fabric
87257,223231,Nighty Fabric
87257,35731,Printed Cotton Fabric
87257,3049,Cotton Dress Material
113147,167255,Rotary Slasher
113147,11126,Grass Cutting Machine
113147,68987,Pitch Roller
113147,161510,Lawn Tractor Mower
113147,55921,Electric Lawn Mower
113709,160028,Plastic Ghamela
113709,164099,Battery Spray Pump
113709,84872,Plastic Flower Pot
113709,148451,Battery Powered Knapsack Sprayer
113709,34995,Plastic Pot
144015,21057,Chair Armrests
144015,135904,Chair Handle
144015,186374,PU Moulded Foam
144015,32088,Lounge Chair
144015,33248,Moulded Foam
150905,183737,HDPE Water Pipe
150905,222298,HDPE Pipe
150905,2046,Underground HDPE Pipes
150905,158581,Double Wall Corrugated Pipes
150905,80415,HDPE Double Wall Corrugated Pipe
283627,154704,Compressor Nebulizer
283627,1149,Surgical Gloves
283627,140274,Nebulizer Machine & Parts
283627,23497,Blood Pressure Machine
283627,2836,Surgical Dressing
424899,178769,Wipro LED Street Light
424899,95554,LED Floodlight
424899,192993,Philips Flood Light
424899,193573,Bajaj Street Lights
424899,95486,Energy Saving Floodlight
445790,106132,Multani Mitti
445790,3796,China Clay
445790,137177,White Kaolin Clay
445790,138779,Kaolin Powder
445790,166241,Attapulgite
470192,158941,Wood Fired Water Heater
470192,68,Industrial Hot Water Boilers
470192,121388,Wood Fired Steam Boilers
470192,29264,Gas Fired Heaters
470192,159550,Water Boilers
546752,5558,Cardamom Oil
546752,11542,Lemongrass Oil
546752,29232,Garlic Oil
546752,20517,Palmarosa Oil
546752,4248,Basil Oil
610606,41423,Wood Chippers
610606,162497,Agricultural Shredder
610606,190857,Tyre Cutting Machine
610606,143432,Sand Screening Machine
610606,153623,Sawdust Making Machine
611645,14668,Butyl Tape
611645,17873,Rubber Tape
611645,204978,Waterproof Tapes
611645,8292,Rubber Compound
611645,21188,Aluminum Foil Tape
678735,154241,Coconut Milk Extractor
678735,142276,Coconut Deshelling Machine
678735,20774,Oil Expellers
678735,141270,Coconut Processing Machinery
678735,138647,Coconut Dehusking Machine
707871,208566,Remi Centrifuge Machine
707871,183216,Bottle Top Dispenser
707871,208567,Remi Laboratory Stirrer
707871,167124,Kjeldahl Distillation Assembly
707871,216790,Laboratory Vacuum Pump
733080,169820,Dry Dates Powder
733080,441808,Almond Slice
733080,147161,Almond Powder
733080,153505,Celery Powder
733080,246350,Mulberry Powder
774547,151432,Herbal Sexual Health Power Capsules
774547,226813,Herbal Joint Pain Relief Tablets
774547,22802,Apple Cider Vinegar
774547,161340,Alcohol De Addiction Medicine
774547,445376,Diabetic Herbal Tablets & Capsules
810208,159802,Pre & Probiotic Capsule
810208,442060,Aceclofenac Paracetamol Serratiopeptidase Tablet
810208,654242,Polyethylene glycol and Propylene Glycol Eye Drop
810208,179942,Carboxymethylcellulose Sodium Eye Drops
810208,191234,Moxifloxacin Eye Drop
1016103,148982,Wood Cutting Blade
1016103,68518,TCT Saw Blade
1016103,39129,Surface Grinding Machine
1016103,33955,Industrial Paper Cutting Blade
1016103,24922,Circular Saw Blades
1067092,20979,Stone Crusher
1067092,150758,Stone Crusher Plant
1067092,65019,Mobile Crushing Plant
1067092,10347,Jaw Crusher
1067092,65014,Crushing Plant
1186862,145300,EVA Laminated Fabric
1313795,185010,ABB VFD
1313795,181622,Yaskawa AC Drive
1313795,2699,VFD
1313795,25555,DC Drives
1313795,187165,Parker AC Drives
1453678,156375,Human Skeleton
1453678,10802,Human Anatomical Models
1453678,142772,Human Body Part Models
1453678,4419,Biological Models
1453678,442763,Pathology Model
1459080,188235,Mini Concrete Mixer
1459080,246724,Manual Concrete Mixer
1459080,183999,Self Loading Concrete Mixer
1459080,5184,Mobile Concrete Mixers
1459080,157434,Hydraulic Concrete Mixer
1518377,136566,Mehandi Cone
1518377,122611,Banana Fiber
1518377,28652,Fly Ash Bricks
1518377,20967,Onion Seeds
1518377,147241,Interlocking Tiles
1529311,136756,Agarwood
1529311,140739,Oud Oil
1529311,36866,Rose Water
1529311,140847,Agarwood Chip
1529311,136667,Agarwood Oil
1649087,188119,Medicine Rack
1649087,188685,Designer TV Unit
1649087,179343,TV Unit
1649087,31028,Interior Decorators
1649087,31020,Interior Designers
1679133,22097,Archery Bows
1679133,183281,Cricket Bat Knocking Machine
1679133,85596,Line Marking Machine
1679133,187067,LED Scoreboard
1679133,29936,Gymnastics Equipment
1752714,186459,N95 Mask
1752714,216615,3 Ply Face Mask
1752714,150442,Hospital Bed Sheet
1752714,26687,Disposable Plastic Gloves
1752714,444090,PPE Kits
1770106,27577,Fire Sprinklers
1770106,164877,Pendent Sprinkler
1770106,184665,Velocity Spray Nozzle
1770106,27576,Fire Sprinkler System
1770106,164901,Sidewall Sprinkler
1780389,152111,Virgin Coconut Oil
1780389,141637,Coconut Sugar
1780389,3904,Coconut Oil
1780389,189263,Cold Pressed Coconut Oil
1780389,191527,Organic Coconut Oil
1828442,5052,Office Chairs
1828442,204437,Geeken Office Chairs
1828442,35998,Revolving Chair
1828442,184588,Mesh Executive Chair
1828442,96525,Cafe Chair
1853407,443176,Volvo Truck Spare Parts
1853407,155982,Spring Leaf Bush
1853407,189431,Eicher Tractor Spare Parts
1853407,148591,Tipper Truck Spare Parts
1853407,55528,Silent Block Bushes
1861480,9113,Heavy Duty Lathe Machines
1861480,11363,Lathe Machine
1861480,132919,Medium Duty Lathe Machine
1861480,37804,Shaping Machine
1861480,181375,Hand Operated Hydraulic Press
1893446,83980,Micropipette
1893446,183216,Bottle Top Dispenser
1893446,121344,Pipette
1893446,19041,Single Channel Pipette
1893446,17712,Multichannel Pipette
1937193,184896,Kranti Water Meters
1937193,78169,Residential Water Meter
1937193,39422,Water Meters
1937193,20077,Water Flow Meter
1937193,39451,Water Strainers
1945231,140826,Vegetable Dehydration Machine
1945231,119307,Vegetable Cutting Machine
1945231,28702,Food Dehydrators
1945231,2710,Vegetable Dehydration Plant
1945231,38564,Vegetable Processing Plant
2128284,1886,Acid Slurry
2128284,86154,Detergent Raw Material
2128284,26353,Detergent Chemicals
2128284,7610,Sodium Lauryl Ether Sulphate
2128284,160271,Alpha Olefin Sulfonates
2178047,37340,Solar Power Systems
2178047,184030,On Grid Solar Power Systems
2178047,209095,EV Charging Station
2178047,161312,Solar Rooftops
2178047,100299,Monocrystalline Solar Panel
2224243,186997,School Belt Niwar
2224243,182929,Niwar
2224243,141700,School Belt
2224243,6658,Narrow Woven Fabrics
2224243,442275,Nylon Niwar Tapes
2310496,184522,Detergent Enzyme
2310496,3738,Chemical Preservatives
2310496,193038,Methylisothiazolinone
2310496,96068,Detergent Fragrance
2310496,43155,Biocides
2527418,156441,Tiles Display Stand
2527418,219284,GI Door Frame
2527418,151278,Mild Steel Door Frames
2527418,30762,Ice Cans
2527418,7888,Steel Door Frames
2536169,21078,Brake Motors
2536169,8786,Electromagnetic Brakes
2536169,166869,Brake Rectifier
2536169,186631,Solid State Rectifier
2536169,41500,Worm Geared Motor
2587999,161600,Column Formwork
2587999,86086,Wall Formwork
2587999,207075,Slab Formwork
2587999,161156,Box Culvert
2587999,16615,Plastic Panel
2609915,280391,Pain Relief Patch
2609915,2836,Surgical Dressing
2609915,21859,Band Aid
2609915,107123,Cannula Fixators
2609915,50753,Adhesive Wound Dressing
2679334,187580,Organza Saree
2679334,4227,Banarasi Sarees
2679334,34858,Pure Silk Sarees
2679334,148725,Digital Printed Sarees
2679334,183779,Tissue Saree
2737961,10548,Kota Stone
2737961,8012,Stone Slabs
2737961,173906,Kadappa Stone
2737961,10547,Kota Brown Limestone
2737961,207928,Kota Marble
2777061,2416,Three Phase Distribution Transformers
2777061,141869,HT Power Cable
2777061,68071,Indoor VCB Panel
2777061,17854,Oil-Cooled Distribution Transformer
2777061,140821,Used Transformer
2807159,9778,Magnetic Separators
2807159,182301,Glass Sand Blasting Machine
2807159,20843,Shot Blasting Machines
2912834,9860,Marble Inlay Table Top
2912834,166284,Mother of Pearl Tile
2912834,172142,Marble Inlay Flooring Service
2912834,9859,Marble Inlay Flooring
2912834,167056,Jewel Carpets
2938872,188235,Mini Concrete Mixer
2938872,246724,Manual Concrete Mixer
2938872,42493,Cube Moulds
2938872,6886,Electronic Weighing Scales
2938872,146140,Test Equipment Repair
2985322,1824,Hotel & Restaurant Furniture
2985322,95440,Outdoor LED Video Display
2985322,138613,VRF System
2985322,214801,Hitachi Duct AC
2985322,22111,Aroma Diffuser
2993875,445494,DTF Printer
2993875,132951,T-Shirt Printing Machine
2993875,85329,UV Flatbed Printer
2993875,118788,ECO Solvent Machine
2993875,86362,Flex Printing Machine
2997597,190458,Industrial V Belt
2997597,2676,V Belts
2997597,181985,Rubber V Belt
2997597,159,Timing Belts
2997597,1075,Fan Belts
3081356,390,Bottle Cork
3081356,26058,Cork Sheets
3081356,29752,Granulated Cork
3081356,135740,Rubberized Cork Sheet
3081356,391,Corks
3110006,167511,Meropenem Injection
3110006,179473,Nandrolone Injection
3110006,176143,Hydroxyprogesterone Caproate Injection
3110006,144767,Diclofenac Sodium Injection
3110006,279743,Cyproheptadine Tricholine Citrate Syrup
3123342,111978,Bike Headlight Bulb
3123342,68163,Truck Headlight Bulb
3123342,220569,Car Headlight Bulb
3123342,32311,Car LED Headlight
3123342,11760,Halogen Bulbs
3138361,18504,Reciprocating Air Compressor
3138361,1056,Air Compressor
3138361,10976,Industrial Air Compressors
3138361,132940,Screw Air Compressor
3138361,32763,Mini Air Compressor
3160138,15,Aluminum Castings
3160138,4629,Brass Castings
3160138,21484,Aluminum Sand Castings
3160138,178895,Boat Propeller
3160138,2287,Sand Castings
3186719,20979,Stone Crusher
3186719,10347,Jaw Crusher
3186719,150758,Stone Crusher Plant
3186719,140861,Automatic Stone Crusher
3186719,11256,Crushing Machines & Plants
3325436,2152,Polypropylene Rope
3325436,35182,Polyester Rope
3325436,5054,Plastic Twine
3325436,142705,Fibre Rope
3325436,7166,Polypropylene Twine
3339691,163160,Multivitamin Drops
3339691,192514,Collagen Peptides
3339691,145547,Iron Folic Acid Tablet
3339691,182260,Chocolate Protein Powder
3339691,315662,Anti Cold Syrup
3366278,127377,Desiccated Coconut Powder
3366278,3904,Coconut Oil
3366278,25126,Coconut Flakes
3366278,126167,Coconut Powder
3366278,216251,Refined Coconut Oil
3535948,2992,Teak Wood Doors
3535948,152789,Pine Wood Planks
3535948,34056,Pinewood
3535948,2990,Teak Wood
3535948,39675,Teak Wood Logs
3580741,184934,Riso Digital Duplicator
3580741,96517,Digital Duplicator
3580741,163575,Wedding Card Printing Machine
3580741,139847,Label Cutting Machine
3580741,142686,Thermal Lamination Machine
3599766,11673,Dolomite Powder
3599766,127548,Potash Feldspar Powder
3599766,127567,Soda Feldspar Powder
3599766,111300,Feldspar Powder
3599766,8923,Quartz Powder
3611516,184485,Cockroach Repellent
3611516,29584,Household Insecticides
3611516,177391,Cockroach Gel
3611516,20742,Mosquito Swatter
3611516,122262,Fipronil Gel
3619939,164,FRP Cooling Towers
3619939,181331,FRP Water Tank
3619939,162,Cooling Towers
3619939,25879,Cooling Tower Fans
3619939,30665,Induced Draft Cooling Tower
3629187,145668,Soil Moisture Meter
3629187,37041,Soil Moisture Sensor
3629187,40593,UV Meter
3629187,36834,Rain Gauges
3629187,146983,Chlorophyll Fluorometer
3640347,155950,Poultry Nipple Drinker System
3640347,96092,Nipple Drinker
3640347,218577,Poultry Exhaust Fan
3640347,20397,Poultry Equipment
3640347,126302,Honeycomb Padding
3736704,137680,Abacus Book
3736704,140000,Teacher Abacus
3736704,140001,Student Abacus
3736704,137745,Abacus Kit
3736704,41625,Abacus
3761398,10296,Iron Removal Filters
3761398,31121,Iron Removal Systems
3761398,181573,SS RO Plant
3761398,132268,Industrial Reverse Osmosis Plant
3761398,182664,Water Plant Machinery
3837082,5368,Brass Wire Brushes
3837082,153026,Blister Machine Change Parts
3837082,38642,Splicing Tapes
3837082,142340,Silicon Compound
3837082,65193,Industrial Cleaning Chemical
3863398,139150,Solar Water Pump
3863398,153498,Solar Submersible Pumps
3863398,100350,Solar Water Pumping System
3863398,37342,Solar Pumps
3863398,145164,DC Solar Pump
3911202,3488,Wood Adhesive
3911202,167463,Synthetic Resin Adhesive
3911202,34885,PVA Adhesive
3911202,2879,Synthetic Adhesives
3911202,131680,Emulsion Adhesive
4031024,43023,Fly Ash Brick Making Machine
4031024,160211,Brick Mold
4031024,246724,Manual Concrete Mixer
4031024,220424,Plastic Paver Mould
4031024,2437,Tile Making Machine
4065457,25150,Crystal Bracelets
4065457,13082,Pyrite Stone
4065457,65661,Gemstone Bracelet
4065457,13792,Citrine Stone
4065457,754,Beaded Bracelet
4096716,148103,Water Pouch Packing Machine
4096716,132268,Industrial Reverse Osmosis Plant
4096716,181573,SS RO Plant
4096716,132266,Commercial Reverse Osmosis System
4096716,43988,Reverse Osmosis Plants
4114636,42178,Rotavator Blades
4114636,121292,Agricultural Gearbox
4114636,42177,Cultivator Shovels
4114636,41760,Tiller Blades
4114636,145420,Tractor Trolley Hook
4117478,20462,Moringa Leaves Powder
4117478,186723,Organic Moringa Powder
4117478,216439,Dried Tulsi Leaves
4117478,442817,Black Wheat Seed
4117478,44880,Dry Amla
4138863,20979,Stone Crusher
4138863,150758,Stone Crusher Plant
4138863,10347,Jaw Crusher
4138863,65019,Mobile Crushing Plant
4138863,140861,Automatic Stone Crusher
4354518,143742,Mini Rice Mill
4354518,142455,Poha Making Machine
4354518,8163,Rice Mill
4354518,36429,Rice Mill Machinery
4354518,8164,Rice Polisher
4359407,16072,Hdpe Tank
4359407,107529,FRP Rainwater Gutter
4359407,95068,FRP Motor Guard
4359407,55984,PVC Fills
4359407,95347,Vertical Storage Tank
4400456,216976,Body Worn Camera
4400456,192225,Solar Camera
4400456,80947,PTZ Dome Camera
4400456,180892,CP Plus CCTV Camera
4400456,183343,Smart LED TV
4477111,181454,LED COB Light
4477111,95592,LED Tube Light
4477111,181802,LED Surface Mounted Light
4477111,95554,LED Floodlight
4477111,2587,Tube Light
4497803,13675,Chain Link Fencing
4497803,187935,GI Chain Link Mesh
4497803,182817,GI Wire Mesh
4497803,139304,GI Binding Wire
4497803,139103,PVC Coated Chain Link Mesh Fence
4509009,2451,Tyre Changer Machine
4509009,445051,ATS Elgi Car Washer
4509009,30353,High Pressure Washer
4509009,182473,ELGi Air Compressors
4509009,141772,Car Washing Pump
4513654,69474,Rotary Limit Switches
4513654,181640,Air Filter Regulator
4513654,31229,Junction Boxes
4513654,150506,Aluminium Junction Boxes
4513654,32359,Limit Switches
4584883,33921,Perforating Machine
4584883,155100,Fibrillating Roller
4584883,134087,Tape Stretching Line
4584883,74158,Weaving Machine Parts
4584883,221402,Perforation Roller
4585852,138130,Water Bottle Making Machine
4585852,167664,Soda Filling Machines
4585852,23759,Bottle Making Machine
4585852,5146,Mineral Water Bottling Plant
4585852,137220,Plastic Bottle Making Machine
4587187,192537,Luliconazole Cream
4587187,126721,Itraconazole Capsule and Tablet
4587187,192674,Diclofenac Diethylamine Gel
4587187,127532,Lycopene Capsule
4587187,158580,Herbal Digestive Enzyme Syrup
4646358,2047,PVC Pipes
4646358,132211,PVC SWR Pipes
4646358,161530,Walnut Shell Powder
4646358,142068,Water Delivery Pipeline
4646358,113718,Pressure Pipes
4757738,148768,UPVC Sliding Windows
4757738,21761,Aluminium Sliding Window
4757738,184345,UPVC Fixed Windows
4757738,4725,Aluminium Window
4757738,180561,UPVC Casement Windows
4939371,192306,Recycled Plastic Sheets
4939371,220424,Plastic Paver Mould
4939371,160211,Brick Mold
4939371,162924,PVC Paver Moulds
4939371,122123,Cement Concrete Hardener
4948629,78291,Rice Bran Wax
4948629,5568,Carnauba Wax
4948629,7874,Stearic Acid
4948629,44791,Polyethylene Wax
4948629,22580,Beeswax
5078962,178023,Crystal Shivling
5078962,13082,Pyrite Stone
5078962,25166,Crystal Stone
5078962,146634,Crystal Healing Wands
5078962,149685,Healing Crystals
5109892,33309,MOSFET Transistor
5109892,30758,IC Chip
5109892,1301,Integrated Circuits
5109892,65160,Computer Keyboard
5109892,37265,SMD LED
5249401,115,Cattle Feed
5249401,140311,Mineral Mixture
5249401,148893,Beetroot
5249401,2728,Vermicompost
5249401,656067,Sagarika Seaweed Fertilizer
5251387,1322,Hydraulic Filters
5251387,3196,Air Compressor Spares
5251387,539,Air Filters
5251387,184758,Screw Compressor Spare
5251387,547,Oil Filters
5286752,12569,Wooden Dining Table
5286752,17372,Marble Dining Table
5286752,443184,Epoxy Resin Table
5286752,181781,Round Dining Table
5286752,26510,Dining Table Set
5291161,68865,AAC Block
5291161,28652,Fly Ash Bricks
5291161,164149,Ready Mix Plaster
5291161,33865,Paver Blocks
5291161,25680,Solid Concrete Blocks
5317908,178216,Peanut Chikki
5317908,178217,Chikki
5317908,178509,Jaggery Chikki
5317908,5803,Peanut Candy
5317908,653081,Peanut Butter Chikki
5326268,87926,Domestic Tour
5326268,42835,International Tour Packages
5326268,34040,Pilgrim Tour Packages
5326268,30445,Holiday Packages
5326268,34156,Tour Packages
5420991,177228,TMT Steel Bars
5420991,182501,Kamdhenu TMT Bars
5438365,134087,Tape Stretching Line
5438365,24921,Circular Loom Machine
5438365,138228,PP Woven Sack Machine
5438365,143416,PET Bottle Washing Plant
5438365,181257,Extrusion Coating Lamination Plant
5476147,85382,Air Grease Pump
5476147,35166,Pneumatic Grease Gun
5476147,148814,Belt Tension Meter
5476147,156055,Hand Operated Grease Pumps
5476147,29803,Grease Pumps
5580405,105919,Tea
5580405,143826,CTC Tea
5580405,114244,Loose Tea
5580405,4941,Assam Tea
5580405,127455,Cardamom Tea
5600667,42526,Student Chair
5600667,167637,Dual Desk Bench
5600667,107119,School Benches And Desks
5600667,155350,Writing Pad Chairs
5600667,191411,SS Hospital Bed
5680622,190844,Hospital Curtain Track
5680622,45922,Hospital Curtain
5680622,149881,Curtain Tracks
5680622,10760,Hospital Fowler Bed
5680622,43928,Folding Wheelchair
5877753,21758,Aluminium Profiles
5877753,159452,Aluminium Extrusion Sections
5877753,55120,Industrial Aluminum Profiles
5877753,678,Aluminum Extrusions
5877753,21531,ABS Pipe
5911279,136756,Agarwood
5911279,140847,Agarwood Chip
5911279,28937,Fragrance Perfume
5911279,346997,Oudh Attar
5911279,140739,Oud Oil
5916648,181452,LED Sign Board
5916648,96134,LED Photo Frame
5916648,181453,Acrylic LED Sign Board
5916648,167429,Stainless Steel Letter
5916648,95424,LED Display Board
6008839,137250,Wood Polish
6008839,33932,Paint Thinners
6008839,41434,Wood Finishes
6008839,209607,Asian Paints Surface Polish
6008839,126394,NC Thinner
6061472,445178,Edible Cup
6061472,30767,Ice Cream Cones
6061472,126305,Chocolate Biscuit
6061472,2978,Tea Cups
6061472,147362,Choco Cups
6091196,146575,Incense Stick Pouch
6091196,11323,Laminated Pouches
6091196,85957,Packaging Pouch
6091196,85962,Tea Pouch
6091196,42903,Printed Pouches
6104983,181778,Kirloskar Diesel Generator
6104983,13467,Diesel Generator
6104983,184933,Eicher Diesel Generator
6104983,182498,Cummins Diesel Generator & DG set
6104983,12771,DG Sets
6256172,166905,Dichlorvos
6256172,167329,Paclobutrazol
6256172,3179,Agricultural Pesticides
6256172,10805,Humic Acid
6256172,139029,Emamectin Benzoate
6436619,21197,Aluminum Hydroxide Powder
6436619,32285,Magnesium Silicates
6436619,9755,Magnesium Oxide
6436619,9752,Magnesium Hydroxide
6436619,114252,Magnesium Trisilicate
6482648,113712,Borax
6482648,37018,Sodium Triphosphate
6482648,3631,Caustic Soda Flakes
6482648,121361,Poly Aluminium Chloride
6482648,3630,Caustic Soda
6583881,2152,Polypropylene Rope
6583881,2151,Nylon Rope
6583881,1519,Plastic Ropes
6583881,9068,HDPE Ropes
6583881,143669,Nylon Polypropylene Rope
6685891,2728,Vermicompost
6685891,20471,Coir Pith
6685891,530,Organic Fertilizers and Manure
6685891,145645,Neem Cake Fertilizer
6685891,527,Bio Fertilizers
6845945,2140,Liquid Detergent
6845945,22534,Bathroom Cleaners
6845945,147252,Liquid Floor Cleaner
6845945,216653,Multi Purpose Cleaner
6845945,11636,Dishwash Liquid
7046670,181315,Kalamkari Saree
7046670,177668,Kalamkari Dupatta
7046670,182206,Hand Painted Saree
7046670,44211,Suit Dupatta
7046670,1594,Silk Sarees
7056384,6039,Household Plastic Buckets
7056384,163195,Drainage Cell
7056384,53590,PVC Flange
7056384,1522,Plastic Trays
7056384,80882,Polypropylene Tray
7184195,44757,Paper Plate Making Machine
7184195,13467,Diesel Generator
7184195,6472,Commercial Atta Chakki Machine
7184195,181778,Kirloskar Diesel Generator
7184195,32753,Milking Machine
7203620,179201,Marble Durga Statue
7203620,178191,Marble Radha Krishna Statue
7203620,74617,Marble God Statue
7203620,180344,Marble Kali Mata Statue
7203620,179202,Marble Hanuman Statue
7209557,156184,Brass Battery Terminal
7209557,118263,Brass Electrical Pin
7209557,168,Brass Inserts
7209557,52846,Electrical Pin
7209557,47,Battery Terminals
7303519,158207,Bag Closing Thread
7303519,183300,Rice Rubber Rolls
7303519,214738,Garlon Thread
7303519,147948,Rice Mill Spare Parts
7303519,186314,Revo Bag Closing Machine
7375263,165352,Contrast Media
7375263,41758,X Ray Films
7375263,258547,Iohexol Injections
7375263,160809,Microbar Enema
7375263,192486,Omnipaque Injection
7410558,126276,Roll Up Standee
7410558,181348,Frosted Glass Film
7410558,34896,PVC Foam Sheets
7410558,133103,Foam Board Printing
7410558,181453,Acrylic LED Sign Board
7422088,138787,Concealed Metal Boxes
7422088,138746,Electric Fan Box
7422088,140216,Modular Electrical Box
7422088,188515,Ceiling Fan Box
7422088,191137,GI Modular Box
7428781,219289,Glass Milk Bottle
7428781,85212,Glass Water Bottle
7428781,445896,Goli Soda Glass Bottle
7428781,28751,Glass Storage Jar
7428781,612,Glass Bottles
7435462,50075,Bamboo Plants
7435462,118493,Banana Tissue Culture Plants
7435462,122614,Banana Plant
7435462,148547,Tissue Cultured Plant
7435462,143919,Plant Tissue Culture
7484362,11099,Gram Flour
7484362,101984,Macaroni
7484362,137226,Biodegradable Plastic Film
7484362,132226,Dalia
7484362,139904,Compostable Bags
7532785,183235,E-Rickshaw Loader
7532785,151173,Battery Operated Rickshaw
7532785,145630,Electric Rickshaw Three Wheeler
7532785,445384,Electric Auto Rickshaw
7532785,27304,Electric Scooter
7536016,22068,Aquarium Air Pumps
7536016,188742,Cattle Feed Supplement
7536016,152894,Fish Breeding Medicine
7536016,21691,Air Pumps
7536016,4414,Biopesticides
7627055,2992,Teak Wood Doors
7627055,5588,Carved Wood Doors
7627055,186624,Teak Wood Carving Door
7627055,186621,Burma Teak Wood Doors
7823636,7835,Stainless Steel Wire Mesh
7823636,26955,Drywall Screws
7823636,185442,Stainless Steel Mosquito Net
7823636,41458,Wood Screws
7823636,44926,Threaded Screws
7979725,184867,Mahindra Diesel Generator
7979725,202031,Adani Solar Panels
7979725,185266,Mahindra Generator
7979725,12771,DG Sets
7979725,181087,Castrol Engine Oil
7993872,6041,Plastic Carry Bag
7993872,140760,Printed Non Woven Bags
7993872,7283,PP Woven Bags
7993872,185147,Transparent PP Bag
7993872,1484,Plastic Bags
8018522,160705,Medical Shop Software
8018522,43594,Hotel Software
8018522,221427,Pathology Lab Software
8018522,138342,Billing Software
8018522,179146,Laboratory Management Software
8023677,43595,Areca Leaf Plates
8023677,443440,Sal Leaf Plate
8023677,84225,Leaf Plate
8023677,235899,Bagasse Disposable Plate
8023677,159147,Areca Leaf Bowl
8183463,16476,Cardiac And Overbed Table
8183463,1374,Gas Springs
8183463,90396,Automotive Gas Spring
8183463,38306,Stainless Steel Tables
8183463,21590,Adjustable Height Tables
8239070,168359,Game Development Service
8239070,650182,Instagram Marketing Services
8239070,171638,Mobile Game Development
8239070,181037,Youtube Ads
8239070,44228,Online Shopping System
8406701,161312,Solar Rooftops
8406701,100322,Solar LED Street Light
8406701,178988,Luminous Inverter Battery
8406701,37340,Solar Power Systems
8406701,37347,Solar Water Heater
8446099,445971,Ferric Carboxymaltose injection
8446099,164678,Menotropins Injection
8446099,162260,Human Chorionic Gonadotropin Injections
8446099,446149,Gonal F Injection
8446099,186814,Encicarb Injections
8448195,38280,Stainless Steel Cleaners
8448195,78854,Welding Accessories
8448195,119227,Pickling Paste
8448195,148708,Pickling Passivation Chemicals
8448195,119274,Stainless Steel Pickling Paste
8488004,166520,Dialysis Fluid
8488004,215777,Fresenius Dialysis Machine
8488004,178319,Dialyzer
8488004,166775,Hemodialysis Machine
8488004,20465,Condoms
8657538,183737,HDPE Water Pipe
8657538,2046,Underground HDPE Pipes
8657538,222298,HDPE Pipe
8657538,182718,Agricultural HDPE Pipe
8657538,143124,HDPE Coil Pipe
8762165,184250,Metal Air Cooler
8762165,246724,Manual Concrete Mixer
8762165,136701,Paving Block Moulds
8762165,182766,Cooler Grill
8762165,34903,PVC Moulding
8911279,42618,AMF Panels
8911279,186873,ATS Control Panel
8911279,137566,Meter Panel Board
8911279,41791,Bus Ducts
8911279,187901,Sandwich Bus Duct
8973940,20460,Moringa Seeds
8973940,7338,Neem Seed
8973940,20463,Moringa Leaves
8973940,96273,Drumstick Seed
8973940,179410,Moringa Dried Leaves
9008843,7234,Pouch Bags
9008843,7578,Organza Bags
9008843,99529,Drawstring Pouches
9008843,78325,Soap Bags
9008843,13753,Christmas Bags
9030237,184824,Heavy Duty Impact Wrench
9030237,27668,Electronic Torque Wrench
9030237,53028,Electric Impact Wrench
9030237,2507,Torque Wrench
9030237,29684,Hydraulic Torque Wrenches
9187230,215888,Sandstone Wall Panels
9187230,1021,Stone Pillars
9187230,8004,Stone Grills
9187230,221425,Sandstone Pillars
9187230,74023,Sandstone Lamp
9204916,69130,Oil Filter Press
9204916,6357,Filter Press
9204916,113954,Polypropylene Filter Cloth
9204916,137534,Oil Filter Machine
9204916,42759,Hydraulic Power Pack
9285337,16759,Pet Preform
9285337,162024,LDPE Roll
9285337,80785,Pet Bottle Preform
9285337,153483,Water Pouch
9285337,177056,LDPE Shrink Film
9340418,178133,Polypropylene Corrugated Box
9340418,178354,PP Storage Bin
9340418,35794,Polypropylene Box
9340418,26079,Corrugated Plastic Box
9340418,33818,Pallet Boxes
9341122,30643,Indian Gum
9341122,29907,Gum Arabic
9341122,138764,Natural Gum
9341122,40128,Tragacanth Gum
9341122,178873,Fevicol Adhesive
9378354,147,Concrete Mixers
9378354,942,Cement Mixers
9378354,21693,Air Quality Monitors
9378354,188235,Mini Concrete Mixer
9378354,143428,Reverse Drum Mixer
9466010,176580,Cat Litter
9466010,117710,Wooden Pellet
9466010,141695,Biomass Wood Pellet
9466010,5641,Cat Food
9466010,104223,Cat Litter Boxes
9584477,139208,Airless Painting Machine
9584477,132831,Wall Putty Spray Machine
9584477,204556,Graco Spray Painting Equipment
9584477,147122,Spray Painting Machine
9584477,87831,Mechanical Packer
9585721,114152,Handicraft Items
9585721,43146,Brass Handicrafts
9585721,148447,Diwali Gifts
9585721,126759,Brass Gift Articles
9585721,40971,Wedding Gift
9807714,23873,Broom Handles
9807714,138708,PP Raffia Scrap
9807714,99903,PP Scrap
9807714,150523,Bag Scraps
9807714,166431,PP Lumps
9947358,168229,B2B Portal Services
9947358,168845,Digital Marketing Services
9947358,27201,Ecommerce Solutions
9947358,650182,Instagram Marketing Services
9947358,78497,Domain Name Registration
10069547,28702,Food Dehydrators
